drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
comedy,JULIE,F,,,,"
          
Julie.

          
Ich bi noch ganz verwundert un iwerrascht!... grad kunnt
                        's Emma, mi güete Frindin, vo Strossburg do züe mr, als
                        Herr ag'Iegt, un sàit mr, ass es furtg'loffe seig vo
                        d'heim!... 's thüet sich jetz grad changiere dert
(se
                        zeigt ufs Zimmer links)
, die Mannerkleider hàn's e
                        wenig g' geniert... tiens, do isch's jo scho!...
                       
(d'Thüre links geht uf, 's Emma kunnt ine; 's Julie
                        geht em ergege)
 Kumm g'schwind un verzähl mr... ich bi
                        wunderfitzig, was das eigentlig fir e
                        G'schichte-n-isch!... vor allem sag mr... hat Di Nieme
                        g'sàh do ane ku!...

        
",0,lustig-im-julie-si-gheimniss,104,11,0.1057692307692307,,,,,,,,,,,
comedy,EMMA,F,,,,"
          
Emma.

          
Kei Mensch?... worum hasch Dü-n-eso Angst?

        
",0,lustig-im-julie-si-gheimniss,9,1,0.1111111111111111,,,,,,,,,,,
comedy,JULIE,F,,,,"
          
Julie.

          
D'Lit hàn gar böse Miler!... wenn ebber g'sàh hätt e
                        junger Mensch züe mir ku, so kännte se Sache denke...
                        De weisch, z'Milhüse thüet me-n-eim ewe nitt
                        verschone...

        
",0,lustig-im-julie-si-gheimniss,33,3,0.0909090909090909,,,,,,,,,,,
comedy,JULIE,F,,,,"
          
Julie.

          
Die Fraü dunte nimmt ne in Empfang, wenn er akunnt...
                        ich ha mit ere g'redt vorig... un züedem
 De brüchsch ne
                        jo nitt glich... mine Räck gehn Dr jo pràchtig, wie-n-i
                        sieh...

        
",0,lustig-im-julie-si-gheimniss,35,2,0.0571428571428571,,,,,,,,,,,
comedy,EMMA,F,,,,"
          
Emma.

          
Uf jedefall thüesch Dü mr è famoser Dienst leiste, ass
                        De mich züe Dir nimmsch, denn ich hätt sunscht sicher
                        nitt g'wisst wo ane!

        
",1,lustig-im-julie-si-gheimniss,25,2,0.08,0.015791387145486897,0.02473847468062074,0.07357194586378875,0.006557313525663799,0.08776727399173836,0.02237265767838848,0.028917305540965582,0.00162264810243412,0.0020854803568016002,0.01142758981263146,0.0886206152625096
comedy,JULIE,F,,,,"
          
Julie.

          
Eh, das isch jo ganz natirlig!... mr sin jo allewil
                        güete Frindine gsi in Strossburg, wo-n-ich noch
                        Ladejumpfre gsi bi, grad newe-n-eürem Hüs... awer sag
                        mr, was kunnt Dir i, im eso ne G'wand furtz'laüfe vo
                        d'heim?

        
",1,lustig-im-julie-si-gheimniss,43,6,0.1395348837209302,0.00145149564691886,0.02386234183547138,0.050725972276621144,0.00142270920335796,0.06383882215813799,0.0053865501953951605,0.03061694234625928,0.0012756894576424998,0.00167224322863852,0.019926279905099743,0.06953534615450158
comedy,EMMA,F,,,,"
          
Emma.

          
Was witt halt... ich bi kei Fraü wie ne andere... 's
                        mànnlige G'schlecht wàr mir viel besser gange!

        
",1,lustig-im-julie-si-gheimniss,19,1,0.0526315789473684,0.012411989303626799,0.02098766791964656,0.057113009456934816,0.00822160261954986,0.07062976956860323,0.00129218118820196,0.03061694234625928,0.0012756894576424998,0.00167224322863852,0.019926279905099743,0.07588968478302714
comedy,JULIE,F,,,,"
          
Julie.

          
Ich glaüb's erst noch... Die Mannerkleider sin Dr gar
                        nitt schlecht ag'stande.

        
",1,lustig-im-julie-si-gheimniss,14,2,0.1428571428571428,0.01096049365670794,0.0068365974902973,0.04690864430688994,0.006798893416191901,0.06111742284416951,0.00167412109064244,0.030674219117164597,0.00111608443095372,0.0006691865619080602,0.0230915327093727,0.06499593434060988
comedy,EMMA,F,,,,"
          
Emma.

          
Un was mir noch besser geht, das isch d'Freiheit, un in
                        Strossburg ha-n-ich se nitt g'ha... Mi Vater hat mich
                        welle verhirothe mit eme-n-Alte, wider mi Wille,un do
                        ha-n-i mi halt dervo g'macht in Mannerkleider, fir
                        sicherer z'reise un fir ass me mi Spür sott verliere...

        
",1,lustig-im-julie-si-gheimniss,56,10,0.1785714285714285,0.04154464334152967,0.00543951076845176,0.08317067831528968,0.007702602627920481,0.08883133068001572,0.03339354768837144,0.030411932124765083,0.00111608443095372,0.00026959224114782017,0.0220108402657531,0.08658590692335033
comedy,JULIE,F,,,,"
          
Julie.

          
Das isch alles recht, awer was witt jetz mache?

        
",2,lustig-im-julie-si-gheimniss,10,1,0.1,0.04154464334152967,0.0054395107684517595,0.0698256931852865,0.007702602627920481,0.0682119811342763,0.03339354768837144,0.009157356111423902,0.00111608443095372,0.00026959224114782017,0.02371612258308828,0.06375794073744837
comedy,EMMA,F,,,,"
          
Emma.

          
Oh, ich ka schaffe!... ich ha lehre nàie un ka ins
                        beste-n-Atelier geh... ich will mich scho dureschla...

        
",2,lustig-im-julie-si-gheimniss,21,1,0.0476190476190476,0.04154464334152967,0.0021600375079763993,0.06187486347160831,0.007702602627920481,0.05901641107624992,0.03339354768837144,0.0025760893143672624,0.00111608443095372,0.00026959224114782017,0.017760780651455022,0.051924538345784324
