"Unnamed..0","drama_type","speaker","sex","job","job_category","social_class","text","progress","short_name","numTokens","numLexTokens","lexRatio","anger","anticipation","arousal","disgust","dominance","fear","joy","sadness","surprise","trust","valence"
0,"comedy","JULIE","F","","","","
          
Julie.

          
Ich bi noch ganz verwundert un iwerrascht!... grad kunnt
                        's Emma, mi güete Frindin, vo Strossburg do züe mr, als
                        Herr ag'Iegt, un sàit mr, ass es furtg'loffe seig vo
                        d'heim!... 's thüet sich jetz grad changiere dert
(se
                        zeigt ufs Zimmer links)
, die Mannerkleider hàn's e
                        wenig g' geniert... tiens, do isch's jo scho!...
                       
(d'Thüre links geht uf, 's Emma kunnt ine; 's Julie
                        geht em ergege)
 Kumm g'schwind un verzähl mr... ich bi
                        wunderfitzig, was das eigentlig fir e
                        G'schichte-n-isch!... vor allem sag mr... hat Di Nieme
                        g'sàh do ane ku!...

        
",0,"lustig-im-julie-si-gheimniss",104,11,0.105769230769231,-0.735133116375029,0.951156168967337,-0.717261315014254,-0.726415182819821,0.101579915646438,-0.529951036401119,1,-0.0437166906462803,0.939217806327079,0.955264527334023,0.941064543336754
1,"comedy","EMMA","F","","","","
          
Emma.

          
Kei Mensch?... worum hasch Dü-n-eso Angst?

        
",0,"lustig-im-julie-si-gheimniss",9,1,0.111111111111111,-0.735133116375029,0.951156168967337,-0.717261315014254,-0.726415182819821,0.101579915646438,-0.529951036401119,1,-0.0437166906462803,0.939217806327079,0.955264527334023,0.941064543336754
2,"comedy","JULIE","F","","","","
          
Julie.

          
D'Lit hàn gar böse Miler!... wenn ebber g'sàh hätt e
                        junger Mensch züe mir ku, so kännte se Sache denke...
                        De weisch, z'Milhüse thüet me-n-eim ewe nitt
                        verschone...

        
",0,"lustig-im-julie-si-gheimniss",33,3,0.0909090909090909,-0.735133116375029,0.951156168967337,-0.717261315014254,-0.726415182819821,0.101579915646438,-0.529951036401119,1,-0.0437166906462803,0.939217806327079,0.955264527334023,0.941064543336754
4,"comedy","JULIE","F","","","","
          
Julie.

          
Die Fraü dunte nimmt ne in Empfang, wenn er akunnt...
                        ich ha mit ere g'redt vorig... un züedem
 De brüchsch ne
                        jo nitt glich... mine Räck gehn Dr jo pràchtig, wie-n-i
                        sieh...

        
",0,"lustig-im-julie-si-gheimniss",35,2,0.0571428571428571,-0.735133116375029,0.951156168967337,-0.717261315014254,-0.726415182819821,0.101579915646438,-0.529951036401119,1,-0.0437166906462803,0.939217806327079,0.955264527334023,0.941064543336754
5,"comedy","EMMA","F","","","","
          
Emma.

          
Uf jedefall thüesch Dü mr è famoser Dienst leiste, ass
                        De mich züe Dir nimmsch, denn ich hätt sunscht sicher
                        nitt g'wisst wo ane!

        
",1,"lustig-im-julie-si-gheimniss",25,2,0.08,-0.735133116375029,0.951156168967337,-0.717261315014254,-0.726415182819821,0.101579915646438,-0.529951036401119,1,-0.0437166906462803,0.939217806327079,0.955264527334023,0.941064543336754
6,"comedy","JULIE","F","","","","
          
Julie.

          
Eh, das isch jo ganz natirlig!... mr sin jo allewil
                        güete Frindine gsi in Strossburg, wo-n-ich noch
                        Ladejumpfre gsi bi, grad newe-n-eürem Hüs... awer sag
                        mr, was kunnt Dir i, im eso ne G'wand furtz'laüfe vo
                        d'heim?

        
",1,"lustig-im-julie-si-gheimniss",43,6,0.13953488372093,-0.753385397046698,0.957552549896478,-0.72163934969115,-0.742445174490357,0.135809042207681,-0.543841779904578,0.989521366908492,-0.0429958564476844,0.907530471412423,0.960962787480092,0.947065512566354
7,"comedy","EMMA","F","","","","
          
Emma.

          
Was witt halt... ich bi kei Fraü wie ne andere... 's
                        mànnlige G'schlecht wàr mir viel besser gange!

        
",1,"lustig-im-julie-si-gheimniss",19,1,0.0526315789473684,-0.753385397046698,0.957552549896478,-0.72163934969115,-0.742445174490357,0.135809042207681,-0.543841779904578,0.989521366908492,-0.0429958564476844,0.907530471412423,0.960962787480092,0.947065512566354
8,"comedy","JULIE","F","","","","
          
Julie.

          
Ich glaüb's erst noch... Die Mannerkleider sin Dr gar
                        nitt schlecht ag'stande.

        
",1,"lustig-im-julie-si-gheimniss",14,2,0.142857142857143,-0.753385397046698,0.957552549896478,-0.72163934969115,-0.742445174490357,0.135809042207681,-0.543841779904578,0.989521366908492,-0.0429958564476844,0.907530471412423,0.960962787480092,0.947065512566354
9,"comedy","EMMA","F","","","","
          
Emma.

          
Un was mir noch besser geht, das isch d'Freiheit, un in
                        Strossburg ha-n-ich se nitt g'ha... Mi Vater hat mich
                        welle verhirothe mit eme-n-Alte, wider mi Wille,un do
                        ha-n-i mi halt dervo g'macht in Mannerkleider, fir
                        sicherer z'reise un fir ass me mi Spür sott verliere...

        
",1,"lustig-im-julie-si-gheimniss",56,10,0.178571428571429,-0.753385397046698,0.957552549896478,-0.72163934969115,-0.742445174490357,0.135809042207681,-0.543841779904578,0.989521366908492,-0.0429958564476844,0.907530471412423,0.960962787480092,0.947065512566354
10,"comedy","JULIE","F","","","","
          
Julie.

          
Das isch alles recht, awer was witt jetz mache?

        
",2,"lustig-im-julie-si-gheimniss",10,1,0.1,-0.753385397046698,0.957552549896478,-0.72163934969115,-0.742445174490357,0.135809042207681,-0.543841779904578,0.989521366908492,-0.0429958564476844,0.907530471412423,0.960962787480092,0.947065512566354
11,"comedy","EMMA","F","","","","
          
Emma.

          
Oh, ich ka schaffe!... ich ha lehre nàie un ka ins
                        beste-n-Atelier geh... ich will mich scho dureschla...

        
",2,"lustig-im-julie-si-gheimniss",21,1,0.0476190476190476,-0.787419954520264,0.968889400015798,-0.729285179982145,-0.772642022645049,0.201686339488957,-0.569782155367786,0.968361545212794,-0.0413648240811934,0.845746241490053,0.971114134917199,0.95779223255343
12,"comedy","JULIE","F","","","","
          
Julie.

          
Los, Emma, Dü sàisch mr nitt alles... wenn Dü dr Mann
                        refüsiert hasch, wo Dir Di Vater hat welle
 gà, so wird
                        wohrschinlig e-n-anderer im Spiel si, wo Dü gern hasch!

        
",2,"lustig-im-julie-si-gheimniss",34,6,0.176470588235294,-0.787419954520264,0.968889400015798,-0.729285179982145,-0.772642022645049,0.201686339488957,-0.569782155367786,0.968361545212794,-0.0413648240811934,0.845746241490053,0.971114134917199,0.95779223255343
13,"comedy","EMMA","F","","","","
          
Emma.

          
's isch wohr... ich ha ne junger Mensch gern.. dr Herr
                        Adolph... er reist mit Singer...

        
",2,"lustig-im-julie-si-gheimniss",17,4,0.235294117647059,-0.787419954520264,0.968889400015798,-0.729285179982145,-0.772642022645049,0.201686339488957,-0.569782155367786,0.968361545212794,-0.0413648240811934,0.845746241490053,0.971114134917199,0.95779223255343
15,"comedy","EMMA","F","","","","
          
Emma.

          
Eh nei... er reist mit Singer, mit Nàihmaschine,
                        wo-n-eso heisse!... er hat mir eine verkaüft in
                        Strossburg un hat mich lehre nàie druf un do hat sich
                        das Ding halt eso nooch un nooch...

        
",3,"lustig-im-julie-si-gheimniss",37,4,0.108108108108108,-0.787419954520264,0.968889400015798,-0.729285179982145,-0.772642022645049,0.201686339488957,-0.569782155367786,0.968361545212794,-0.0413648240811934,0.845746241490053,0.971114134917199,0.95779223255343
16,"comedy","JULIE","F","","","","
          
Julie.

          
Ig'fàdelt!... güet, ich verstand's...

        
",3,"lustig-im-julie-si-gheimniss",6,2,0.333333333333333,-0.787419954520264,0.968889400015798,-0.729285179982145,-0.772642022645049,0.201686339488957,-0.569782155367786,0.968361545212794,-0.0413648240811934,0.845746241490053,0.971114134917199,0.95779223255343
17,"comedy","EMMA","F","","","","
          
Emma.

          
Unglickligerwis isch er derno furt uf Milhüse, un
                        obschon mir uns Treüe g'schwore hàn bis ins Grab, so
                        ha-n-ich allewil Angst, ass er mich vergesse hat...

        
",3,"lustig-im-julie-si-gheimniss",29,5,0.172413793103448,-0.832516201361582,0.982396467185111,-0.738099786936252,-0.813424632714875,0.294238931861217,-0.604259758890235,0.936148011002476,-0.0384836465047654,0.756961423125218,0.983332248365184,0.970813111243623
18,"comedy","JULIE","F","","","","
          
Julie.

          
's isch halt alles möglig uf dr Welt... 's beste wird
                        si, Dü machsch's as wie er.

        
",3,"lustig-im-julie-si-gheimniss",19,2,0.105263157894737,-0.832516201361582,0.982396467185111,-0.738099786936252,-0.813424632714875,0.294238931861217,-0.604259758890235,0.936148011002476,-0.0384836465047654,0.756961423125218,0.983332248365184,0.970813111243623
19,"comedy","EMMA","F","","","","
          
Emma.

          
Das isch glich gsàit... à propos, weisch Dü, ass De ne
                        schöne Wohnung hasch do? wieviel Zimmer sin's?

        
",3,"lustig-im-julie-si-gheimniss",20,1,0.05,-0.832516201361582,0.982396467185111,-0.738099786936252,-0.813424632714875,0.294238931861217,-0.604259758890235,0.936148011002476,-0.0384836465047654,0.756961423125218,0.983332248365184,0.970813111243623
21,"comedy","EMMA","F","","","","
          
Emma.

          
Un do si mr im Salon... das isch jo pràchtig... awer sag
                        mr, was tribsch Dü jetz eigentlig... uf eimol bisch vo
                        Strossburg verschwunde un hasch mir im e ziemlig
                        verwickelte Brief hinterlo, Dü giengsch Dich 
 geh
                        etabliere z'Milhüse... schint's Di G'schàft müess nitt
                        iwel marschiere!

        
",4,"lustig-im-julie-si-gheimniss",49,5,0.102040816326531,-0.832516201361582,0.982396467185111,-0.738099786936252,-0.813424632714875,0.294238931861217,-0.604259758890235,0.936148011002476,-0.0384836465047654,0.756961423125218,0.983332248365184,0.970813111243623
22,"comedy","JULIE","F","","","","
          
Julie.

          
Los, Emma, Dir derf ich's wohl sage... ich bi
                        g'hirothe!

        
",4,"lustig-im-julie-si-gheimniss",12,2,0.166666666666667,-0.832516201361582,0.982396467185111,-0.738099786936252,-0.813424632714875,0.294238931861217,-0.604259758890235,0.936148011002476,-0.0384836465047654,0.756961423125218,0.983332248365184,0.970813111243623
24,"comedy","JULIE","F","","","","
          
Julie.

          
Ich ha nitt känne... 's isch e G'heimniss.

        
",4,"lustig-im-julie-si-gheimniss",9,1,0.111111111111111,-0.882123880166598,0.99426008081647,-0.745226933772897,-0.859773551385725,0.406465934915244,-0.642416134359043,0.89240081397057,-0.0339348293591544,0.64561368891435,0.994289856842054,0.982768001705669
26,"comedy","JULIE","F","","","","
          
Julie.

          
Dr Fritz, mi Mann, isch G'schàftsfiehrer in dem
                        Tüechlade, grad im Hüs do nàwes... er hat mich lehre
                        kenne in Strossburg, denn er isch emol e paar Wuche in
                        das Hüs ku, wo-n-ich Ladejumpfre gsi bi, wege
                        G'schàfte, un hat rnr eso si Rand offriert, awer mit dr
                        Kundition, ass kei Mensch nit wisse derf vo unsrer
                        Hiroth.

        
",5,"lustig-im-julie-si-gheimniss",61,7,0.114754098360656,-0.882123880166598,0.99426008081647,-0.745226933772897,-0.859773551385725,0.406465934915244,-0.642416134359043,0.89240081397057,-0.0339348293591544,0.64561368891435,0.994289856842054,0.982768001705669
27,"comedy","EMMA","F","","","","
          
Emma.

          
Do hat er schint's e Vater oder e Müetter, wo dergege
                        kännt si?

        
",5,"lustig-im-julie-si-gheimniss",15,1,0.0666666666666667,-0.882123880166598,0.99426008081647,-0.745226933772897,-0.859773551385725,0.406465934915244,-0.642416134359043,0.89240081397057,-0.0339348293591544,0.64561368891435,0.994289856842054,0.982768001705669
28,"comedy","JULIE","F","","","","
          
Julie.

          
Er hat kei Vater un kei Müetter meh...

        
",5,"lustig-im-julie-si-gheimniss",9,1,0.111111111111111,-0.882123880166598,0.99426008081647,-0.745226933772897,-0.859773551385725,0.406465934915244,-0.642416134359043,0.89240081397057,-0.0339348293591544,0.64561368891435,0.994289856842054,0.982768001705669
