drama_type,speaker,sex,job,social_class,text,numTokens,numLexTokens,avgLexVal,lexRatio
unknown,Dr Regisseur,M,movie_director,,"Regisseur
(verneigt si)
Ihr Herre-n-un Dame, 's isch is Leid, awer mr känne hit
                        z'Owe nitt Theater spiele... dà junge Mensch, wo
                        d'Madame hätt solle mache, isch nitt ku, un mir wisse
                        nitt, wo-n-er isch!
",43,7,0.07459263029772263,0.16279069767441862
unknown,HANS,M,,,"Hans
(im Saal mit eme Parepli in dr Hand un dr Hüet in dr
                        and're)
Das isch jetz wieder g'scheidt!... un ich, wo express vo
                        Burzwiller ku bi mit em Tramwày, fir in dem Ding züe
                        z'lüege!

            
Tiens!... ne-n-Idee... wenn jetz mi Tochter, 's
                            Bàwele, do wàr... es, 'wo scho so lang thàt gern
                            Theater spiele 's kännt jetz schön itrete... es
                            kännt d'Madame ganz güet spiele, ich garantier
                            derfir... 's hat alle Eigeschafte derzüe... 's isch
                            zwanzig Johr alt, güet uferzoge un hat noch kei
                            junger Mensch traüe az'lüege... 's isch e wenig
                            schich!... tiens... wenn ich nitt sicher wàr, ass
                            es d'heim isch im Bett, so thàt i glaüwe, dert
                            hinte sitzt's...
",122,16,0.028874999999999994,0.13114754098360656
unknown,BAWELE,F,,,"Bàwele
(im Saal)
Ich lüeg Dir züe, Vater!
",10,1,0.0,0.1
unknown,HANS,M,,,"Hans.
Witt jetz g'schwind do fire ku oder ich hol Di am
                        e-n-Ohr... se werde Dich nitt aweschlucke, die viele
                        Lit!
",23,2,0.0,0.08695652173913043
unknown,BAWELE,F,,,"Bàwele.
Ich kumm, Vater... ich kumm!
",6,3,0.0,0.5
unknown,HANS,M,,,"Hans.
Un ich, wo glaübt ha, 's isch rüehig d'heim im Bett und
                        traümt... ka me sich denn eigentlig uf gar nit meh
                        verlo!...
",25,1,0.0,0.04
unknown,BAWELE,F,,,"Bàwele.
Ich bi jo nitt alleinig ku.
",7,1,0.0,0.14285714285714285
unknown,HANS,M,,,"Hans.
Ah sa, Dü bisch nitt alleinig ku!
",8,1,0.0,0.125
unknown,BAWELE,F,,,"Bàwele.
Eh nei, Dü bisch jo o do...
",8,1,0.0,0.125
unknown,HANS,M,,,"Hans.
Ich ha Dir awer nitt g'sàit g'ha, ass ich do ane
                        kumm...
",13,1,0.0,0.07692307692307693
unknown,BAWELE,F,,,"Bàwele.
Dü hasch mr g'sàit, De giengsch geh wache bi me güete
                        Frind un do ha-n-ich mich halt iwerrede lo...
",22,5,0.11241229503331136,0.22727272727272727
unknown,HANS,M,,,"Hans.
Ah so... Dü hasch Dich lo iwerrede!... un vo wem
                        denn?...
",12,1,0.5620614751665568,0.08333333333333333
unknown,BAWELE,F,,,"Bàwele
(verlege)
Ich ha halt denkt...
",8,1,0.0,0.125
unknown,HANS,M,,,"Hans
(unterbricht se)
Nur nitt drum umme g'fahre... üse mit dr Sproch.. zeig,
                        vo wem hasch Di iwerrede lo?
",21,2,0.2810307375832784,0.09523809523809523
unknown,HANS,M,,,"Hans
(zornig)
Vom Seppi ... dr Suhn vo uns'rem Nochber, dr alte Marti,
                        mi Todfind!
",16,3,0.0,0.1875
unknown,HANS,M,,,"Hans.
Still!... enfin, 's isch jetz eithüen... ich kumm wieder
                        uf mi Idee z'ruck . .. wil De jetz do bisch, so kännsch
                        Dü Dich schön melde, fir Theater z'spiele.. Dü hasch
                        g'hört, ass me grad ebber brücht, fir d'Madame
                        z'mache...
",43,11,0.0008181818181818092,0.2558139534883721
unknown,BAWELE,F,,,"Bàwele
(rieft in Saal)
Kumm, Seppi... De brüchsch Di jetz nimmig z'verstecke...
                        Dü kasch dr Verliebte spiele!
",20,3,0.0,0.15
unknown,SEPPI,M,,,"Seppi.
Ich weiss awer nitt recht, eb i traü oder nitt!...
",11,1,0.0,0.09090909090909091
unknown,BAWELE,F,,,"Bàwele.
Kumm nur!
",3,1,0.0,0.3333333333333333
unknown,SEPPI,M,,,"Seppi
(er isch derwilst uf Scene ku un hat in einer Hand
                        e Parepli un in dr andre ne Wàie im Nastüech ibunde)
Lose Se, Herr Nochber, ich will Ene liewer glich alles
                        g'steh... mr hàn enander gern un ich ka nimmig lewe
                        ohne 's Bàwele!... 's beste wird si, mir hirothe
                        enander ...
",55,7,0.0,0.12727272727272726
unknown,HANS,M,,,"Hans.
Das isch alles gli g'sàit, awer ihr wisse doch beide,
                        ass dr alte Marti ne wunderliger Mann isch un ass er
                        mich scho d'längste Zit nitt lide ka un sicher die
                        Hiroth nitt wird igeh.
",37,5,0.1688,0.13513513513513514
unknown,HANS,M,,,"Hans.
Ich weiss nitt, was ich sott dergege ha... wenn ihr
                        meine, ass ihr glicklig werde mitnander, so gib ich
                        eüch züem vorüs scho mi Sege.
",26,4,0.0,0.15384615384615385
unknown,MARTI,F,,,"Marti
(im Saal. Er hat e Stock in dr Hand)
Oho!... nur g'mach le wenig mit dere Hirotherei!.. ich
                        ha mi Wort o derzüe z'sage
",28,2,0.0,0.07142857142857142
