drama_type,speaker,sex,job,social_class,text,numTokens,numLexTokens,avgLexVal,lexRatio
unknown,EMIL,M,,,"Emil
(kunnt hinte-n-ine mit Mannerkleider uf em Arm,
                        wo-n-er uf e Stüehl legt)
                    
's schlofe noch alle z'sàmme-n-im Hüs... 's hat mi nieme
                        g'sàh do ane ku... 
",36,5,0.5726377437814991,0.1388888888888889
unknown,OSCAR,M,,,"Oscar
(kunnt ine als Jumpfre-n-aglegt)
Do bin i... 's isch güet, ass es emol Tag isch!... ich
                        ha nitt känne schlofe ich bi nur im Fauteuil dert
                        e wenig idirmelt gsi...
                    
",35,1,0.8496361744517235,0.02857142857142857
unknown,EMIL,M,,,"Emil.
Dü machsch mr jetz emol schöne Sache... wie ka me nur
                        wege me-n-eifàltige Ball sich eso üssetze!
                    
",20,1,0.762431221612974,0.05
unknown,OSCAR,M,,,"Oscar.
Dü bisch halt noch allewil dr gliche wie frieiher als im
                        Lycée z'Befert... Dü traüsch Dich nitt z'mücke
                        hasch allewil Angst, bisch schich un ärger as e
                        Jumpfre, un sogar e wenig frumm... isch's nitt eso?...
                    
",40,6,0.4393382775923606,0.15
unknown,EMIL,M,,,"Emil.
Un Dü bisch allewil...
",5,1,0.6185883572349138,0.2
unknown,OSCAR,M,,,"Oscar.
Ich bi halt allewil o noch dr gliche und wird o nie
                        changiere.
                    

            
",14,2,0.4648474584478772,0.14285714285714285
unknown,group,sex_unknown,job_unknown,social_class_unknown,"(Mitnander)

            
",3,1,0.8004800063959762,0.3333333333333333
unknown,EMIL,M,,,"Emil.

            
Mit allem dem bin ich nitt iwel verstünt gsi, wo Dü mir
                        gestert z'Nacht spot im versteckte an dr Lade
                        klopft hasch, als Jumpfre-n-aglegt, fir welle do iwer
                        Nacht z'bliwe ...
                    
",35,4,0.25228140432792023,0.11428571428571428
unknown,OSCAR,M,,,"Oscar.
Was witt halt... ich ha nitt anderscht känne... züe wem
                        ha-n-i solle geh as züe me güete Frind?...
                        hingege hätt ich durchüs nitt welle, ass mich ebber
                        anders sieht do as Dü...
                    
",35,5,0.5988525398204507,0.14285714285714285
unknown,EMIL,M,,,"Emil.
Drum ha-n-ich Dich o nitt lang üsg'frogt... un ha Dich
                        glich in das abg'legene Zimmer versteckt, wo
                        schier nie nieme-n-ane kunnt... awer 's isch mr jetz
                        doch nitt recht... was hasch eigentlig
                        ag'stellt?... red' emol! ...
                    
",40,3,0.49637554834434816,0.075
unknown,OSCAR,M,,,"Oscar.
De siehsch, ich bi uf em Maskeball gsi...
",9,1,0.714,0.1111111111111111
unknown,OSCAR,M,,,"Oscar.
Mi Vater hat mir's streng verbote g'ha... isch jetz das
                        nitt tyrannisch!... un im Lenele si Vater hat's
                        em o verbote g'ha... awer mir sin doch gange... 's
                        Lenele als Herr aglegt un ich als Jumpfre... awer wer
                        isch ku im Lenele d'Maske-n-abrisse, mittle-n-im
                        Ballsaal, un hat's mache heim geh, das isch si Vater
                        gsi... ich ha mich noch känne g'schwind dervo mache...
                        awer erkennt hat er mich halt doch...
                    
",79,12,0.503329262590069,0.1518987341772152
unknown,EMIL,M,,,"Emil.
Was fir e Scandal!... awer das alles sàit mr jetz doch
                        nitt, worum ass De do ane ku bisch...
                    
",20,2,0.464787038929485,0.1
unknown,OSCAR,M,,,"Oscar.
Wil ich dr Hüsschlissel züern Unglick noch verlore ha...
                        awer wenn ich jetz driwer nodenk, isch's
                        viellicht besser, ass es eso gange-n-isch... mi Vater
                        isch gàchzornig... wenn er hit das Ding erfahrt,
                        so hätt ich im erste Moment alles z'erwarte... drum
                        blib ich jetz liewer do, bis ass dr ärgste Sturm
                        voriwer isch...
                    
",58,8,0.49958878848158955,0.13793103448275862
