drama_type,speaker,sex,job,social_class,text,numTokens,numLexTokens,avgLexVal,lexRatio
unknown,EMIL,M,,,"Emil
(kunnt hinte-n-ine mit Mannerkleider uf em Arm,
                        wo-n-er uf e Stüehl legt)
                    
's schlofe noch alle z'sàmme-n-im Hüs... 's hat mi nieme
                        g'sàh do ane ku... 
",36,5,0.11240000000000001,0.1388888888888889
unknown,OSCAR,M,,,"Oscar
(kunnt ine als Jumpfre-n-aglegt)
Do bin i... 's isch güet, ass es emol Tag isch!... ich
                        ha nitt känne schlofe ich bi nur im Fauteuil dert
                        e wenig idirmelt gsi...
                    
",35,1,0.0,0.02857142857142857
unknown,EMIL,M,,,"Emil.
Dü machsch mr jetz emol schöne Sache... wie ka me nur
                        wege me-n-eifàltige Ball sich eso üssetze!
                    
",20,1,0.0089999999999999,0.05
unknown,OSCAR,M,,,"Oscar.
Dü bisch halt noch allewil dr gliche wie frieiher als im
                        Lycée z'Befert... Dü traüsch Dich nitt z'mücke
                        hasch allewil Angst, bisch schich un ärger as e
                        Jumpfre, un sogar e wenig frumm... isch's nitt eso?...
                    
",40,6,0.09116666666666667,0.15
unknown,EMIL,M,,,"Emil.
Un Dü bisch allewil...
",5,1,0.0,0.2
unknown,OSCAR,M,,,"Oscar.
Ich bi halt allewil o noch dr gliche und wird o nie
                        changiere.
                    

            
",14,2,0.0,0.14285714285714285
unknown,group,sex_unknown,job_unknown,social_class_unknown,"(Mitnander)

            
",3,1,0.0,0.3333333333333333
unknown,EMIL,M,,,"Emil.

            
Mit allem dem bin ich nitt iwel verstünt gsi, wo Dü mir
                        gestert z'Nacht spot im versteckte an dr Lade
                        klopft hasch, als Jumpfre-n-aglegt, fir welle do iwer
                        Nacht z'bliwe ...
                    
",35,4,0.20841243990663447,0.11428571428571428
unknown,OSCAR,M,,,"Oscar.
Was witt halt... ich ha nitt anderscht känne... züe wem
                        ha-n-i solle geh as züe me güete Frind?...
                        hingege hätt ich durchüs nitt welle, ass mich ebber
                        anders sieht do as Dü...
                    
",35,5,0.0,0.14285714285714285
unknown,EMIL,M,,,"Emil.
Drum ha-n-ich Dich o nitt lang üsg'frogt... un ha Dich
                        glich in das abg'legene Zimmer versteckt, wo
                        schier nie nieme-n-ane kunnt... awer 's isch mr jetz
                        doch nitt recht... was hasch eigentlig
                        ag'stellt?... red' emol! ...
                    
",40,3,0.151,0.075
unknown,OSCAR,M,,,"Oscar.
De siehsch, ich bi uf em Maskeball gsi...
",9,1,0.0,0.1111111111111111
unknown,OSCAR,M,,,"Oscar.
Mi Vater hat mir's streng verbote g'ha... isch jetz das
                        nitt tyrannisch!... un im Lenele si Vater hat's
                        em o verbote g'ha... awer mir sin doch gange... 's
                        Lenele als Herr aglegt un ich als Jumpfre... awer wer
                        isch ku im Lenele d'Maske-n-abrisse, mittle-n-im
                        Ballsaal, un hat's mache heim geh, das isch si Vater
                        gsi... ich ha mich noch känne g'schwind dervo mache...
                        awer erkennt hat er mich halt doch...
                    
",79,12,0.056125082349155066,0.1518987341772152
unknown,EMIL,M,,,"Emil.
Was fir e Scandal!... awer das alles sàit mr jetz doch
                        nitt, worum ass De do ane ku bisch...
                    
",20,2,0.0,0.1
unknown,OSCAR,M,,,"Oscar.
Wil ich dr Hüsschlissel züern Unglick noch verlore ha...
                        awer wenn ich jetz driwer nodenk, isch's
                        viellicht besser, ass es eso gange-n-isch... mi Vater
                        isch gàchzornig... wenn er hit das Ding erfahrt,
                        so hätt ich im erste Moment alles z'erwarte... drum
                        blib ich jetz liewer do, bis ass dr ärgste Sturm
                        voriwer isch...
                    
",58,8,0.0645,0.13793103448275862
unknown,EMIL,M,,,"Emil.
Was fir e-n-Abgrund fir d'Unschuld, eso-n-e Ball!...
",13,4,0.1485,0.3076923076923077
unknown,OSCAR,M,,,"Oscar.
Oh, loss mi doch geh!... was weisch doch Dü, wo noch nie
                        g'liebt hasch, wie amüsant as das isch!...
                    
",20,1,0.5620614751665568,0.05
unknown,EMIL,M,,,"Emil
(fir sich)
Ich, wo no ch nie g'liebt ha!... ich denk jo nur an
                        das!...
                    
",18,1,0.0,0.05555555555555555
unknown,OSCAR,M,,,"Oscar.
Mit allem dem müess ich jetz süeche, ne Üsred z'erfinde
                        fir mi Vater... das wird e G'schwàtz gà, denn De
                        kennsch d'Lit!... 's grüst mr nitt iwel fir heim...
                    

            
",32,6,0.0869317754740321,0.1875
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Mitnander.

            
",1,1,0.0,1.0
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Mitnander

            
",1,1,0.0,1.0
unknown,EMIL,M,,,"Emil.
Das isch wohr... was witt jetz mache?...
",8,1,0.0,0.125
unknown,OSCAR,M,,,"Oscar.
A propos... isch Di Schwester no nitt z'ruck ku üs dr
                        Pension.
                    
",14,2,0.0,0.14285714285714285
unknown,OSCAR,M,,,"Oscar.
Eh, ich ha denkt, ich kännt viellicht in mim Vater sage,
                        ich seig mit eüch uf dr Ball... ich heb nitt
                        anderscht känne... ich heb Di Schwester miesse druf
                        fiehre...
                    
",31,6,0.0,0.1935483870967742
unknown,EMIL,M,,,"Emil.
Merci... das wàr du reste e schlechte-n-Üsred... denn
                        d'Wohret erfahrt er jo doch allewil... un züedem
                        kunnt mi Schwester erst in e paar Tàg... un züe glicher
                        Zit erwarte mr noch e G'sellschaftere fir se...
                        ne g'wisse Jumpfer Faste... ne gar frumme Person, wo
                        später wohrschinlig ins Kloster wird geh...
                    
",54,8,0.056625,0.14814814814814814
unknown,OSCAR,M,,,"Oscar.
So müess ich halt ebbes anders süeche... verroth mi awer
                        nur nitt!... was wott Di frumme un strenge
                        Müetter züe dem sage... obschon se mich nitt persönlig
                        kennt, so wott ich doch nitt, ass se mich thàt
                        sàh do...
                    
",40,4,0.0,0.1
unknown,EMIL,M,,,"Emil.
Ich will mi mögligs mache... einstwile kasch Di
                        changiere... ich ha Dir dert vo mine Kleider brocht,
                        ass
                        De doch ufs wenigst nitt eso müesch heim geh...
                    
",28,1,0.0,0.03571428571428571
unknown,OSCAR,M,,,"Oscar.
Lüeg, ass De mr ebbes z'esse bikunnsch... ich ha
                        Hunger...
                    
",12,1,0.0,0.08333333333333333
unknown,EMIL,M,,,"Emil.
Güet... ich will Dr gli geh ebbes b'sorge... doch still,
                        ich hör glaüb rede...
                    
",15,3,0.0,0.2
unknown,EMIL,M,,,"Emil
(àngstlig).
's isch d'Stimm vo mim Vater... 
",11,1,0.0,0.09090909090909091
unknown,OSCAR,M,,,"Oscar.
Nur nitt glich eso verschrocke, suncht thüesch is
                        verrothe... mach dr gliche as thàtsch e Büech süeche in
                        dàre Bibliothek...
                    
",21,2,0.34262545164310143,0.09523809523809523
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Madame Schimmel
(kunnt z'erst hinte-n-ine)
Enfin, ich bi-n-emol derfir... un 's blibt derbi!...
",20,2,0.0,0.1
unknown,Herr SCHIMMEL,M,,,"Herr Schimmel.
Un ich sag Dir, 's hat kei Sinn... das Zimmer isch
                        z'abg'lege un unkummod!...
                    
",17,2,0.0,0.11764705882352941
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Madame Schimmel.
Im Gegetheil!... das wird ere grad geh, die Einsamkeit
                        un die Bibliothek...
",14,4,0.17575,0.2857142857142857
unknown,Herr SCHIMMEL,M,,,"Herr Schimmel.
Was dr Kückücks tribsch denn jetz Dü do hinte?..
",11,2,0.0,0.18181818181818182
unknown,EMIL,M,,,"Emil.
Ich bi grad ku... ich süech e Büech...
",9,3,0.0,0.3333333333333333
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Madame Schimmel
(züem Emil)
Kumm emol do ane... 
",10,3,0.0,0.3
unknown,Herr SCHIMMEL,M,,,"Herr Schimmel.
Enfin, wenn Dü se durchüs do witt logiere, so thüe's un
                        loss mich in Rüeh!... 
",18,4,0.1405153687916392,0.2222222222222222
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Madame Schimmel.
D'G'sellschaftere vo Dinere Schwester, wo jetz ku
                        wird... findsch jetz Dü nitt o, ass se ganz güet wird
                        si do?...
                    
",23,5,0.0,0.21739130434782608
unknown,EMIL,M,,,"Emil.
Wenn soll se denn eigentlig ku, die G'sellschaftere?
",9,1,0.0,0.1111111111111111
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Madame Schimmel.
Ich erwart se in drei oder vier Tàg...
",10,3,0.0,0.3
unknown,EMIL,M,,,"Emil
(fir sich)
Derno isch's güet... 
",9,2,0.0,0.2222222222222222
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Madame Schimmel.
Do hörsch jetz... nur Dü bisch's allewil, wo in allem
                        Opposition macht!
                    
",15,5,0.0,0.3333333333333333
unknown,Herr SCHIMMEL,M,,,"Herr Schimmel.
Isch's e Wunder? mit Dine sunderbare-n-Idee, wo Dü
                        allewil hasch!
                    
",15,4,0.0,0.26666666666666666
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Madame Schimmel.
Was fir sunderbare-n-Idee?... thüe-u-ich ebbe nitt
                        recht, wenn ich in minere Tochter e G'sellschaftere
                        gib, wo im Kloster uferzoge worde-n-isch un wo also
                        alle Tugende b'sitzt?
                    

            
",32,5,0.0,0.15625
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Madame Schimmel.

              
",2,2,0.0,1.0
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Herr Schimmel un Emil.

              
",4,2,0.0,0.5
unknown,EMIL,M,,,"Emil.
Mi Mame hat ganz Recht!
",6,3,0.005333333333333333,0.5
unknown,Herr SCHIMMEL,M,,,"Herr Schimmel.
Ich find nur, Dü gehsch in dàne Sache allewil e wenig
                        z'wit... Dü thüesch se-n-iwertriwe... as wie im
                        Emil do thüesch o allewil dr Kopf verdreihe... me müess
                        sich nitt welle ganz vo dr Welt z'ruckziege un
                        d'Hiroth verachte... das isch wider d'Natür, un 's isch
                        mi Pflicht, dergege z'schaffe...
                    
",59,8,0.0,0.13559322033898305
unknown,EMIL,M,,,"Emil.
Awer Vater... wenn's mir jetz eso g'fallt... wenn das mi
                        einziger Wunsch isch!...
",15,2,0.297,0.13333333333333333
unknown,group,sex_unknown,job_unknown,social_class_unknown,"Madame Schimmel.
Natirlig!... b'schaü ne nur emol a... 's steht jo uf sim
                        G'sicht g'schriwe... d'Unschuld selbst... er hat
                        jo-n-emol im Lycée miesse fir 's Portrait vom e Heilige
                        posiere, wo fir d'Kirche destiniert gsi isch...
                    
",40,8,0.0135,0.2
