drama_type,speaker,sex,job,social_class,text,numTokens,numLexTokens,avgLexVal,lexRatio
unknown,JULIE,F,,,"Julie.
Ich bi noch ganz verwundert un iwerrascht!... grad kunnt
                        's Emma, mi güete Frindin, vo Strossburg do züe mr, als
                        Herr ag'Iegt, un sàit mr, ass es furtg'loffe seig vo
                        d'heim!... 's thüet sich jetz grad changiere dert
",40,6,0.12308650442672435,0.15
unknown,EMMA,F,,,"Emma.
Kei Mensch?... worum hasch Dü-n-eso Angst?
",9,1,0.0,0.1111111111111111
unknown,JULIE,F,,,"Julie.
D'Lit hàn gar böse Miler!... wenn ebber g'sàh hätt e
                        junger Mensch züe mir ku, so kännte se Sache denke...
                        De weisch, z'Milhüse thüet me-n-eim ewe nitt
                        verschone...
",33,3,0.19821183345410834,0.09090909090909091
unknown,JULIE,F,,,"Julie.
Die Fraü dunte nimmt ne in Empfang, wenn er akunnt...
                        ich ha mit ere g'redt vorig... un züedem
",19,1,0.0,0.05263157894736842
unknown,EMMA,F,,,"Emma.
Uf jedefall thüesch Dü mr è famoser Dienst leiste, ass
                        De mich züe Dir nimmsch, denn ich hätt sunscht sicher
                        nitt g'wisst wo ane!
",25,2,0.0,0.08
unknown,JULIE,F,,,"Julie.
Eh, das isch jo ganz natirlig!... mr sin jo allewil
                        güete Frindine gsi in Strossburg, wo-n-ich noch
                        Ladejumpfre gsi bi, grad newe-n-eürem Hüs... awer sag
                        mr, was kunnt Dir i, im eso ne G'wand furtz'laüfe vo
                        d'heim?
",43,6,0.0,0.13953488372093023
unknown,EMMA,F,,,"Emma.
Was witt halt... ich bi kei Fraü wie ne andere... 's
                        mànnlige G'schlecht wàr mir viel besser gange!
",19,1,0.281,0.05263157894736842
unknown,JULIE,F,,,"Julie.
Ich glaüb's erst noch... Die Mannerkleider sin Dr gar
                        nitt schlecht ag'stande.
",14,2,0.0,0.14285714285714285
unknown,EMMA,F,,,"Emma.
Un was mir noch besser geht, das isch d'Freiheit, un in
                        Strossburg ha-n-ich se nitt g'ha... Mi Vater hat mich
                        welle verhirothe mit eme-n-Alte, wider mi Wille,un do
                        ha-n-i mi halt dervo g'macht in Mannerkleider, fir
                        sicherer z'reise un fir ass me mi Spür sott verliere...
",56,10,0.0726,0.17857142857142858
unknown,JULIE,F,,,"Julie.
Das isch alles recht, awer was witt jetz mache?
",10,1,0.0,0.1
unknown,EMMA,F,,,"Emma.
Oh, ich ka schaffe!... ich ha lehre nàie un ka ins
                        beste-n-Atelier geh... ich will mich scho dureschla...
",21,1,0.0,0.047619047619047616
unknown,JULIE,F,,,"Julie.
Los, Emma, Dü sàisch mr nitt alles... wenn Dü dr Mann
                        refüsiert hasch, wo Dir Di Vater hat welle
",20,3,0.0,0.15
unknown,EMMA,F,,,"Emma.
's isch wohr... ich ha ne junger Mensch gern.. dr Herr
                        Adolph... er reist mit Singer...
",17,4,0.047,0.23529411764705882
unknown,EMMA,F,,,"Emma.
Eh nei... er reist mit Singer, mit Nàihmaschine,
                        wo-n-eso heisse!... er hat mir eine verkaüft in
                        Strossburg un hat mich lehre nàie druf un do hat sich
                        das Ding halt eso nooch un nooch...
",37,4,0.07025,0.10810810810810811
unknown,JULIE,F,,,"Julie.
Ig'fàdelt!... güet, ich verstand's...
",6,2,0.0,0.3333333333333333
unknown,EMMA,F,,,"Emma.
Unglickligerwis isch er derno furt uf Milhüse, un
                        obschon mir uns Treüe g'schwore hàn bis ins Grab, so
                        ha-n-ich allewil Angst, ass er mich vergesse hat...
",29,5,0.0,0.1724137931034483
unknown,JULIE,F,,,"Julie.
's isch halt alles möglig uf dr Welt... 's beste wird
                        si, Dü machsch's as wie er.
",19,2,0.1405,0.10526315789473684
unknown,EMMA,F,,,"Emma.
Das isch glich gsàit... à propos, weisch Dü, ass De ne
                        schöne Wohnung hasch do? wieviel Zimmer sin's?
",20,1,0.0,0.05
unknown,EMMA,F,,,"Emma.
Un do si mr im Salon... das isch jo pràchtig... awer sag
                        mr, was tribsch Dü jetz eigentlig... uf eimol bisch vo
                        Strossburg verschwunde un hasch mir im e ziemlig
                        verwickelte Brief hinterlo, Dü giengsch Dich 
",37,4,0.0,0.10810810810810811
unknown,JULIE,F,,,"Julie.
Los, Emma, Dir derf ich's wohl sage... ich bi
                        g'hirothe!
",12,2,0.0,0.16666666666666666
unknown,JULIE,F,,,"Julie.
Ich ha nitt känne... 's isch e G'heimniss.
",9,1,0.0,0.1111111111111111
unknown,JULIE,F,,,"Julie.
Dr Fritz, mi Mann, isch G'schàftsfiehrer in dem
                        Tüechlade, grad im Hüs do nàwes... er hat mich lehre
                        kenne in Strossburg, denn er isch emol e paar Wuche in
                        das Hüs ku, wo-n-ich Ladejumpfre gsi bi, wege
                        G'schàfte, un hat rnr eso si Rand offriert, awer mit dr
                        Kundition, ass kei Mensch nit wisse derf vo unsrer
                        Hiroth.
",61,7,0.0,0.11475409836065574
unknown,EMMA,F,,,"Emma.
Do hat er schint's e Vater oder e Müetter, wo dergege
                        kännt si?
",15,1,0.0,0.06666666666666667
unknown,JULIE,F,,,"Julie.
Er hat kei Vater un kei Müetter meh...
",9,1,0.0,0.1111111111111111
unknown,EMMA,F,,,"Emma.
Eh, wer hat denn derno ebbes z'sage derzüe?...
",10,1,0.0,0.1
unknown,JULIE,F,,,"Julie.
Si Herr, si Patron... ne richer Kütz, wo halt fir dr
                        Fritz als Kind scho g'sorgt hat, un jetz will er ne
                        mache ne riche Fraü hirothe un will ne derno als
                        Associé nàh; dr Fritz zittert vor em mehr, as wenn's si
                        Vater wàr, un bis dohi hat er em noch nie traüe sage,
                        ass ich si Fraü bi.
",62,6,0.07816666666666668,0.0967741935483871
unknown,EMMA,F,,,"Emma.
Los Julie, Di Mann isch nitt g'scheidt!... un Dü losch's
                        bi dem bliwe?
",15,3,0.0,0.2
unknown,JULIE,F,,,"Julie.
Wenn Dü wisse thàtsch, wie-n-er als thüet ahalte!
",11,1,0.0,0.09090909090909091
unknown,EMMA,F,,,"Emma.
Oh... Dü, mit Dim schwache Charakter, Dü losch allewil
                        mit Dr mache, was me will... ich an Dim Platz wott mi
                        Mann scho mache z'rede... liewer nitt Associé werde,
                        ass eso lewe!
",34,5,0.11115890116276703,0.14705882352941177
unknown,JULIE,F,,,"Julie.
's isch wohr!... wenn Dü wisse thàtsch, was ich lide
                        müess!...
",12,2,0.3125,0.16666666666666666
unknown,JULIE,F,,,"Julie.
Dü hasch recht... ich bi z'schwach gsi... 's müess jetz
                        emol e-n-End nàh!
",17,2,0.2778972529069176,0.11764705882352941
unknown,EMMA,F,,,"Emma.
Isch er denn eso erschrecklig, dà Patron?
",8,1,0.0,0.125
unknown,JULIE,F,,,"Julie.
's isch e-n-alter Knab, e-n-Original... er hat nie
                        g'hirothe, wil er kei Fraü g'funde hat no
                        sine-n-Idee... er hat ebbes üsserordentligs welle, wo
                        züe ihm passt hätt...
",34,4,0.0,0.11764705882352941
unknown,EMMA,F,,,"Emma.
Enfin, mache-n-ihr's üs mitnander... nur verroth mich
                        nitt un mach, ass mi Nieme sieht do in de-n-erste paar
                        Tàg.
",25,1,0.0,0.04
unknown,JULIE,F,,,"Julie.
Das isch licht... züe Dim Zimmer dert isch e b'sundere
                        Stege, un 's geht nie Nieme dri as ich...
",20,1,0.0,0.05
unknown,EMMA,F,,,"Emma.
Er git Dr das, fir 's andere mache z'vergesse... awer we
                        me-n-eim ebbes müess mache z'vergesse, so isch's scho
                        g'fehlt!
",26,3,0.0,0.11538461538461539
unknown,JULIE,F,,,"Julie.
Still... 's kunnt ebber d'Stege-n-ufe!... 's isch dr
                        Fritz' wohrschinlig...
",14,1,0.0,0.07142857142857142
unknown,EMMA,F,,,"Emma.
Au revoir denn... ich gang in mi Unterschlupf
",9,1,0.0,0.1111111111111111
unknown,Herr FRITZ,M,manager,,"Fritz
(macht d'Thüre-n-uf hinte)
Ich bi's, liewe Fraü...
",14,3,0.0,0.21428571428571427
unknown,Herr FRITZ,M,manager,,"Fritz.
Wie Dü das sàisch!... was kunnt Dir i uf eimol?... worum
                        sàisch mr nitt « lieb Mànnle »?...
",19,2,0.0,0.10526315789473684
unknown,JULIE,F,,,"Julie.
Was kunnsch jetz Dü do ku mache?... De weisch doch, ass
                        Di Herr Patron nitt lide ka, wenn Dü do ane kunnsch...
",23,4,0.20325,0.17391304347826086
unknown,Herr FRITZ,M,manager,,"Fritz.
Mi Patron isch üsgange un do bin i üs em Lade
                        g'schliche, fir Dir g'schwind e Schmitzle ku
                        abstehle...
",20,4,0.0,0.2
unknown,Herr FRITZ,M,manager,,"Fritz.
Nur e kleiner Schmutz, Julie.
",6,2,0.0,0.3333333333333333
unknown,JULIE,F,,,"Julie.
Zähl nitt druf... 's isch nit z'mache!
",9,1,0.0,0.1111111111111111
unknown,JULIE,F,,,"Julie.
C'est-ça... we mr allei sin, so bisch Dü allewil mi
                        Mann, awer vor de Lit thüesch Dü mich nie fir Di Fraü
                        anerkenne.
",24,4,0.07425,0.16666666666666666
unknown,Herr FRITZ,M,manager,,"Fritz.
Ich ha Dich jo doch gern... De weisch jo wohl worum, ass
                        ich unser Hiroth verstecke thüe.
",18,2,0.0,0.1111111111111111
unknown,JULIE,F,,,"Julie
(lipft d'Achsle)
Wege-n-em Patron!
",10,1,0.0,0.1
unknown,Herr FRITZ,M,manager,,"Fritz.
Wege-n-em Herr Rothfuchs... jà... er thàt mr's jo nitt
                        vergesse...
",14,2,0.094,0.14285714285714285
unknown,Herr FRITZ,M,manager,,"Fritz.
's isch doch allewil mi Patron!... denk, was er scho an
                        mir tho hat... ich bin ihm Respect schuldig... 's isch
                        e g'scheidter Mann.
",25,5,0.0,0.2
unknown,JULIE,F,,,"Julie.
Was g'scheidt!... dumm isch er as wie Gànsedr...
",9,2,0.0,0.2222222222222222
unknown,Herr FRITZ,M,manager,,"Fritz
(unterbricht se)
Mi Patron dumm!... voll Geist isch er... er hätt ganz
                        güet dr Telephon erfinde känne, wenn ihm dr Idee ku
                        wàr!
",26,8,0.07092344241480486,0.3076923076923077
unknown,JULIE,F,,,"Julie.
Los Fritz... Dü bisch vo-n-ere Schwachheit... 's isch
                        nibt erlaübt! un ich müess drunter lide... me nimmt
                        mich fir e... ich traü nitt z'sage was... ich wird ganz
                        roth.
",33,4,0.15625,0.12121212121212122
unknown,Herr FRITZ,M,manager,,"Fritz.
Dü brüchsch nitt roth z'werde... Dü hasch 's Recht, alle
                        Litt az'lüege!
",14,1,0.0,0.07142857142857142
unknown,JULIE,F,,,"Julie.
Ich ha jetz lang genüe g'warte... un wenn Dü's nitt
                        thüesch, so hasch mi nie gern g'ha.
",19,2,0.0,0.10526315789473684
unknown,Herr FRITZ,M,manager,,"Fritz.
Ich Dich nitt gern g'ha!... dur's Fir gieng ich fir
                        Di... awer denk an mi Position.
",18,3,0.0,0.16666666666666666
unknown,JULIE,F,,,"Julie.
Liewer nitt Associé werde... un wenn Dü's nitt sage
                        witt, so sag' ich's in Dim Patron!
",19,2,0.0,0.10526315789473684
unknown,Herr FRITZ,M,manager,,"Fritz.
Wenn De nur noch e paar Tàg wottsch warte...
",10,1,0.0,0.1
unknown,JULIE,F,,,"Julie.
Das 'isch allewil d'gliche G'schichte... ich gib Dr zwei
                        Stund Zit!
",13,2,0.0,0.15384615384615385
unknown,Herr FRITZ,M,manager,,"Fritz.
So loss mich doch nur z'erst das Ding e wenig ifàdle...
                        g'wiss ich bi stolz, Dich als mi Fraü z'proklamiere...
",23,2,0.1659044495983929,0.08695652173913043
unknown,JULIE,F,,,"Julie.
Gib Achtung, Fritz, wenn Dü's nitt thüesch, so mach ich
                        Dummheite... De bisch jetz g'warnt... ich will kei
                        G'heimniss meh.
",22,3,0.0,0.13636363636363635
unknown,Herr FRITZ,M,manager,,"Fritz.
Fir Dir z'gfalle, Julie, mach ich jo alles, alles
                        mache... nur müess ich ebbes ha, fir mir Müeth z'gà
",22,4,0.0,0.18181818181818182
unknown,Herr FRITZ,M,manager,,"Fritz.
Oh!... dr Patron!...
",4,1,0.0,0.25
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
So, so... do geht's glaüb schon züe!
",10,2,0.094,0.2
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Müess ich Di eigentlig allewil do ku süeche, wenn De
                        sottsch dunte si im Lade-n-un Pratike serviere!...
",21,4,0.047,0.19047619047619047
unknown,JULIE,F,,,"Julie.
Awer, Herr...
",3,1,0.188,0.3333333333333333
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Ich red' nitt mit Ihre, ich red' mit em Fritz.
",12,1,0.188,0.08333333333333333
unknown,Herr FRITZ,M,manager,,"Fritz.
Sin Se nitt so bös, Herr Rothfuchs... ich will Ene
                        expliziere...
",12,2,0.39131775018116255,0.16666666666666666
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
's hat alles sine Zit... un jetz isch dr Moment nitt,
                        fir dàre Jumpfere do dr Hof z'mache.
",21,5,0.0376,0.23809523809523808
unknown,Herr FRITZ,M,manager,,"Fritz.
Schimpfe Se nitt, Herr Rothfuchs, ich ha grad
                        welle-n-awe geh... ich bi nur e wenig ufe ku... awer
                        grad ha-n-ich welle-n-awe geh.
",29,4,0.047,0.13793103448275862
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Ich mein, Dü kännsch Di Zit besser züebringe-n-as bi ne
                        so-n-ere...
",17,3,0.06266666666666666,0.17647058823529413
unknown,JULIE,F,,,"Julie
(zornig)
Bi ne so-n-ere?...
",9,1,0.0,0.1111111111111111
unknown,Herr FRITZ,M,manager,,"Fritz.
Gang Dü in Di Zimmer, mi Schatz...
",8,1,0.0,0.125
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Vor dem? üse mit!
",6,1,0.188,0.16666666666666666
unknown,Herr FRITZ,M,manager,,"Fritz.
Gang mi Schatz... gang...
",5,1,0.0,0.2
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Nei, ich will, ass se-n-üsredt!
",9,1,0.188,0.1111111111111111
unknown,JULIE,F,,,"Julie.
Mich eso traitiere!... b'sinn Di, Fritz, b'sinn Di...
                        ich will jetz nimmig niedertràchtig g'macht si vo-n-eso
                        me Growian!...
",21,1,0.0,0.047619047619047616
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs
(züem Fritz)
Se hat g'sàit?... wie hat se g'sàit?...
",13,1,0.188,0.07692307692307693
unknown,JULIE,F,,,"Julie.
Ich halt's jetz nimmig üs... wenn's eso furtgeht, so
                        verloss ich 's Hüs!...
",16,2,0.1405,0.125
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Fritz, ich ha scho g'sàh, mr werde-n-uneinig
                        mitnander!
",12,2,0.094,0.16666666666666666
unknown,Herr FRITZ,M,manager,,"Fritz.
Wisse Sie, ass ich da Morge scho Tüech verkaüft ha fir
                        vier Paar Hose...
",15,2,0.0,0.13333333333333333
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Das Wibsbild isch noch Di Verderwe!
",8,3,0.2683333333333333,0.375
unknown,Herr FRITZ,M,manager,,"Fritz.
Un zwei Gilets, un Tüech fir e Frack!
",9,1,0.0,0.1111111111111111
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Ich ha-n-Unrecht g'ha, ass ich Dich uf Strossburg
                        g'schickt ha vor drei Monet... Dü hattsch in zwei oder
                        drei Tàg unsere G'schàfte känne b'sorge un blibsch vier
                        Wuche furt!... un alles das wege dere Liebschaft do, wo
                        De-n-ag'fange hasch... ich ha fir Dich ebbes bessers
                        g'hofft... aber wenn Dü jetzt scho-n-eso ne Lewe
                        fiehrsch...
",62,5,0.0376,0.08064516129032258
unknown,Herr FRITZ,M,manager,,"Fritz.
Was wànn Se halt... d'Liewe losst sich nitt
                        kummediere... wenn's Zit isch, paff, so hat's eim!
",20,3,0.09366666666666668,0.15
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Ich weiss besser as Dü, was das fir e Krankhet isch....
                        awer ich bi wege dem doch nie iwer d'Grenze vo de
                        Convenances g'sprunge.
",27,2,0.094,0.07407407407407407
unknown,Herr FRITZ,M,manager,,"Fritz.
Awer, Herr Rothfuchs, ich will jo gar nitt iwer d'Grenze
                        springe!
",13,1,0.188,0.07692307692307693
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Doch... Dü machsch z'viel Ufwand tir Di Julie... un
                        thüesch alles an se hànke, was schön un thir isch... so
                        ne-n-Associé ka-n-ich kein brüche.
",31,2,0.094,0.06451612903225806
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Ich sag Dr, se thüet Dich b'stehle!... se hànkt an Dr,
                        bis Dü nit meh hasch, derno...
",19,1,0.188,0.05263157894736842
unknown,Herr FRITZ,M,manager,,"Fritz
(lacht heimlig)
Oh, sàll thüe-n-i jetz doch nitt glaüwe!
",14,2,0.0,0.14285714285714285
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
's git nur ei Mittel, fir in dem Ding e-n-End z'mache...
                        loss se fahre-n-un stell se vor d'Thüre.
",26,5,0.10396177983935714,0.19230769230769232
unknown,Herr FRITZ,M,manager,,"Fritz.
Ich wisst viellicht noch e besser Mittel.
",8,2,0.0,0.25
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs
Was fir eins?
",5,2,0.094,0.4
unknown,Herr FRITZ,M,manager,,"Fritz.
Ich will's Ene sage, wenn Sie nitt wànn bös werde.
",12,1,0.594635500362325,0.08333333333333333
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Nei... üse mit...
",5,1,0.188,0.2
unknown,Herr FRITZ,M,manager,,"Fritz.
Eh bien... wenn ich se thàt hirothe?...
",8,1,0.0,0.125
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Die hirothe!
",4,1,0.188,0.25
unknown,Herr FRITZ,M,manager,,"Fritz.
's thàt si halt schicke...
",6,1,0.281,0.16666666666666666
unknown,Herr ROTHFUCHS,M,textile_merchant,,"Herr Rothfuchs.
Was!... se hat's eso wit mit Dir brocht?... se-n-isch
                        noch g'fahrliger as ich glaübt ha!... un unsre Plàn un
                        Di Position?...
",26,1,0.188,0.038461538461538464
unknown,Herr FRITZ,M,manager,,"Fritz
(fir sich)
's packt nitt!
",8,1,0.0,0.125
