drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,lexRatio,anger_roll_mean,anticipation_roll_mean,arousal_roll_mean,disgust_roll_mean,dominance_roll_mean,fear_roll_mean,joy_roll_mean,sadness_roll_mean,surprise_roll_mean,trust_roll_mean,valence_roll_mean
comedy,JULIE,F,,,,"
          
Julie.

          
Ich bi noch ganz verwundert un iwerrascht!... grad kunnt
                        's Emma, mi güete Frindin, vo Strossburg do züe mr, als
                        Herr ag'Iegt, un sàit mr, ass es furtg'loffe seig vo
                        d'heim!... 's thüet sich jetz grad changiere dert
(se
                        zeigt ufs Zimmer links)
, die Mannerkleider hàn's e
                        wenig g' geniert... tiens, do isch's jo scho!...
                       
(d'Thüre links geht uf, 's Emma kunnt ine; 's Julie
                        geht em ergege)
 Kumm g'schwind un verzähl mr... ich bi
                        wunderfitzig, was das eigentlig fir e
                        G'schichte-n-isch!... vor allem sag mr... hat Di Nieme
                        g'sàh do ane ku!...

        
",1,lustig-im-julie-si-gheimniss,126,11,0.0873015873015873,,,,,,,,,,,
comedy,EMMA,F,,,,"
          
Emma.

          
Kei Mensch?... worum hasch Dü-n-eso Angst?

        
",2,lustig-im-julie-si-gheimniss,13,1,0.0769230769230769,,,,,,,,,,,
comedy,JULIE,F,,,,"
          
Julie.

          
D'Lit hàn gar böse Miler!... wenn ebber g'sàh hätt e
                        junger Mensch züe mir ku, so kännte se Sache denke...
                        De weisch, z'Milhüse thüet me-n-eim ewe nitt
                        verschone...

        
",2,lustig-im-julie-si-gheimniss,40,3,0.075,,,,,,,,,,,
comedy,JULIE,F,,,,"
          
Julie.

          
Die Fraü dunte nimmt ne in Empfang, wenn er akunnt...
                        ich ha mit ere g'redt vorig... un züedem
 De brüchsch ne
                        jo nitt glich... mine Räck gehn Dr jo pràchtig, wie-n-i
                        sieh...

        
",2,lustig-im-julie-si-gheimniss,42,2,0.0476190476190476,,,,,,,,,,,
comedy,EMMA,F,,,,"
          
Emma.

          
Uf jedefall thüesch Dü mr è famoser Dienst leiste, ass
                        De mich züe Dir nimmsch, denn ich hätt sunscht sicher
                        nitt g'wisst wo ane!

        
",3,lustig-im-julie-si-gheimniss,29,2,0.0689655172413793,0.0562397987026437,6.549023637361915,15.775143067771344,0.0770184582711591,13.9698754429262,9.410464183202269,3.9903865262730376,0.0039710134995765,0.0,4.777955981393234,12.84052280812532
comedy,JULIE,F,,,,"
          
Julie.

          
Eh, das isch jo ganz natirlig!... mr sin jo allewil
                        güete Frindine gsi in Strossburg, wo-n-ich noch
                        Ladejumpfre gsi bi, grad newe-n-eürem Hüs... awer sag
                        mr, was kunnt Dir i, im eso ne G'wand furtz'laüfe vo
                        d'heim?

        
",3,lustig-im-julie-si-gheimniss,53,6,0.1132075471698113,0.0045182695317897,6.551379621672481,15.802160833509893,0.0044286620216701,13.755852553361937,9.33173053260352,3.3823653399724294,0.0039710134995765,0.0,5.658565207522028,12.689744623001728
comedy,EMMA,F,,,,"
          
Emma.

          
Was witt halt... ich bi kei Fraü wie ne andere... 's
                        mànnlige G'schlecht wàr mir viel besser gange!

        
",4,lustig-im-julie-si-gheimniss,23,1,0.0434782608695652,0.0045182695317897,0.0023559843105655,6.6275201516910185,0.0044286620216701,9.340349698048072,0.004022349570664,3.3823653399724294,0.0039710134995765,0.0,5.658565207522028,10.017454594693987
comedy,JULIE,F,,,,"
          
Julie.

          
Ich glaüb's erst noch... Die Mannerkleider sin Dr gar
                        nitt schlecht ag'stande.

        
",4,lustig-im-julie-si-gheimniss,17,2,0.1176470588235294,0.0,0.0023559843105655,10.24652229015507,0.0,10.74039271697876,3.1809225515740382,3.3823653399724294,2.9771857765765275,0.0,5.658565207522028,10.789044160631176
comedy,EMMA,F,,,,"
          
Emma.

          
Un was mir noch besser geht, das isch d'Freiheit, un in
                        Strossburg ha-n-ich se nitt g'ha... Mi Vater hat mich
                        welle verhirothe mit eme-n-Alte, wider mi Wille,un do
                        ha-n-i mi halt dervo g'macht in Mannerkleider, fir
                        sicherer z'reise un fir ass me mi Spür sott verliere...

        
",4,lustig-im-julie-si-gheimniss,64,10,0.15625,0.0492287794263332,0.0023559843105655,7.117424805868401,0.0,6.294642287822628,3.23436341907963,3.3823653399724294,2.9771857765765275,0.0,0.880609226128794,6.1107917889128585
comedy,JULIE,F,,,,"
          
Julie.

          
Das isch alles recht, awer was witt jetz mache?

        
",5,lustig-im-julie-si-gheimniss,13,1,0.0769230769230769,0.0492287794263332,0.0023559843105655,4.397914990353708,0.0,2.2431276647089,3.23436341907963,0.009186498506357,2.9771857765765275,0.0,0.880609226128794,1.7077758971271648
comedy,EMMA,F,,,,"
          
Emma.

          
Oh, ich ka schaffe!... ich ha lehre nàie un ka ins
                        beste-n-Atelier geh... ich will mich scho dureschla...

        
",5,lustig-im-julie-si-gheimniss,27,1,0.037037037037037,0.0492287794263332,0.0,3.686242764618581,0.0,1.450322517381428,3.23436341907963,0.0,2.9771857765765275,0.0,0.0,0.8098036595839764
comedy,JULIE,F,,,,"
          
Julie.

          
Los, Emma, Dü sàisch mr nitt alles... wenn Dü dr Mann
                        refüsiert hasch, wo Dir Di Vater hat welle
 gà, so wird
                        wohrschinlig e-n-anderer im Spiel si, wo Dü gern hasch!

        
",5,lustig-im-julie-si-gheimniss,42,6,0.1428571428571428,0.0492287794263332,0.0112210768675817,3.6988449193928368,0.0,1.4665948753002285,3.23436341907963,0.0154851845959463,2.9771857765765275,0.0065846302675241,0.0169811563833514,0.8316490616624931
comedy,EMMA,F,,,,"
          
Emma.

          
's isch wohr... ich ha ne junger Mensch gern.. dr Herr
                        Adolph... er reist mit Singer...

        
",6,lustig-im-julie-si-gheimniss,22,4,0.1818181818181818,0.1299270103632651,0.0264264949842884,0.52564561225896,0.1996219396860946,0.7518263849792912,0.2031573222701626,0.0372015389297285,0.0,0.0152791121671553,0.0415034496142824,0.7039497914982398
comedy,EMMA,F,,,,"
          
Emma.

          
Eh nei... er reist mit Singer, mit Nàihmaschine,
                        wo-n-eso heisse!... er hat mir eine verkaüft in
                        Strossburg un hat mich lehre nàie druf un do hat sich
                        das Ding halt eso nooch un nooch...

        
",6,lustig-im-julie-si-gheimniss,44,4,0.0909090909090909,0.0806982309369318,0.0299604714501367,0.4666510156235242,0.1996219396860946,0.7089227152937128,0.149716454764571,0.0402495742031439,0.0,0.0152791121671553,0.0452552710692962,0.6715373347205035
comedy,JULIE,F,,,,"
          
Julie.

          
Ig'fàdelt!... güet, ich verstand's...

        
",6,lustig-im-julie-si-gheimniss,11,2,0.1818181818181818,0.0806982309369318,0.0299604714501367,0.4666510156235242,0.1996219396860946,0.7089227152937128,0.149716454764571,0.0402495742031439,0.0,0.0152791121671553,0.0452552710692962,0.6715373347205035
comedy,EMMA,F,,,,"
          
Emma.

          
Unglickligerwis isch er derno furt uf Milhüse, un
                        obschon mir uns Treüe g'schwore hàn bis ins Grab, so
                        ha-n-ich allewil Angst, ass er mich vergesse hat...

        
",7,lustig-im-julie-si-gheimniss,34,5,0.1470588235294117,0.0806982309369318,1.33976519892252,5.480858234366869,0.1996219396860946,5.168351911892787,3.492678317804703,1.3895211107895729,1.6847400394635954,0.0152791121671553,1.098984885259838,4.780231024630398
comedy,JULIE,F,,,,"
          
Julie.

          
's isch halt alles möglig uf dr Welt... 's beste wird
                        si, Dü machsch's as wie er.

        
",7,lustig-im-julie-si-gheimniss,23,2,0.0869565217391304,0.0806982309369318,1.328544122054938,8.187765895107308,0.1996219396860946,9.203594177087714,3.492678317804703,4.747214767659698,1.6847400394635954,0.0086944818996312,1.0820037288764868,9.161401514337577
comedy,EMMA,F,,,,"
          
Emma.

          
Das isch glich gsàit... à propos, weisch Dü, ass De ne
                        schöne Wohnung hasch do? wieviel Zimmer sin's?

        
",7,lustig-im-julie-si-gheimniss,26,1,0.0384615384615384,0.0,1.3133387039382314,7.736926612900946,0.0,8.515005255733907,3.342961863040132,4.725498413325917,1.6847400394635954,0.0,1.0574814356455555,8.51631176641359
