"Unnamed..0","drama_type","speaker","sex","job","job_category","social_class","text","progress","short_name","numTokens","numLexTokens","lexRatio","anger","anticipation","arousal","disgust","dominance","fear","joy","sadness","surprise","trust","valence"
0,"drama","Jakob Schmelzer","M","","","","
          
Schmelzer

          
(nachdem der Gesang vorüber ist, klappt er sein Buch zu und setzt die Brille ab; die Glocke der
          Kirche schlägt dreimal mit je drei Schlägen an; er wischt sich die Augen):

          
Jetz litte sie de Säje.

        
",0,"greber-d-jumpfer-prinzesse",39,1,0.0256410256410256,0.318634543988595,0.673692147064291,1,-0.0664477013864094,-0.200903814874711,0.121295442935126,0.0952559406015305,0.487004092783024,-0.204306718067277,-0.195723368314436,-0.191715302495233
1,"drama","Jakob Schmelzer","M","","","","
          
Frau Schmelzer:

          
Wirkli schlaat d'Bettglock dreijmol an.

        
",0,"greber-d-jumpfer-prinzesse",8,1,0.125,0.318634543988595,0.673692147064291,1,-0.0664477013864094,-0.200903814874711,0.121295442935126,0.0952559406015305,0.487004092783024,-0.204306718067277,-0.195723368314436,-0.191715302495233
2,"drama","Jakob Schmelzer","M","","","","
          
Schmelzer :

          
Un schön gsunge han sie widder — schön gsunge. Ja ja — — schön gsunge.

        
",0,"greber-d-jumpfer-prinzesse",16,5,0.3125,0.318634543988595,0.673692147064291,1,-0.0664477013864094,-0.200903814874711,0.121295442935126,0.0952559406015305,0.487004092783024,-0.204306718067277,-0.195723368314436,-0.191715302495233
4,"drama","Jakob Schmelzer","M","","","","
          
Schmelzer:

          
E großer Fierdaa. — Weisch: ""aufgefahren gen Himmel, sitzet zur rechten Hand Gottes des allmächtigen
          Vaters, von dannen er kommen wird zu richten — — zu richten die Lawendigen und die Toten"".

        
",0,"greber-d-jumpfer-prinzesse",33,6,0.181818181818182,0.318634543988595,0.673692147064291,1,-0.0664477013864094,-0.200903814874711,0.121295442935126,0.0952559406015305,0.487004092783024,-0.204306718067277,-0.195723368314436,-0.191715302495233
5,"drama","Jakob Schmelzer","M","","","","
          
Frau Schmelzer :

          
Un d'r hochwürdig Herr Bischof isch drüwwe un dhuet in de-n-Erschkommnikante d' Firmung genn.

        
",0,"greber-d-jumpfer-prinzesse",18,2,0.111111111111111,0.318634543988595,0.673692147064291,1,-0.0664477013864094,-0.200903814874711,0.121295442935126,0.0952559406015305,0.487004092783024,-0.204306718067277,-0.195723368314436,-0.191715302495233
6,"drama","Jakob Schmelzer","M","","","","
          
Schmelzer:

          
Daß ich so ebbs verfehle mueß. Dis ich m'r zue arrig . . . zue arrig isch m'r dis.

        
",0,"greber-d-jumpfer-prinzesse",17,1,0.0588235294117647,0.318634543988595,0.673692147064291,1,-0.0664477013864094,-0.200903814874711,0.121295442935126,0.0952559406015305,0.487004092783024,-0.204306718067277,-0.195723368314436,-0.191715302495233
7,"drama","Jakob Schmelzer","M","","","","
          
Frau Schmelzer:

          
Jetz schelt doch nit. Dank dim Herrgott, daß de's üwerstande hesch, dini Krankheit. In e paar Daa
          kannsch au widder in d'Kirich gehn.

        
",0,"greber-d-jumpfer-prinzesse",27,3,0.111111111111111,0.318634543988595,0.673692147064291,1,-0.0664477013864094,-0.200903814874711,0.121295442935126,0.0952559406015305,0.487004092783024,-0.204306718067277,-0.195723368314436,-0.191715302495233
8,"drama","Jakob Schmelzer","M","","","","
          
Schmelzer:

          
Wölle's hoffe, wölle's hoffe — — 
          
(herausplatzend)
 hoffe wölle m'r's. — — Ja, so e Verkältung, dismol het's mich nit üwel
          gepackt, — Halwer im Grab bin ich gstande, mit eim Fueß.

        
",0,"greber-d-jumpfer-prinzesse",39,5,0.128205128205128,0.318634543988595,0.673692147064291,1,-0.0664477013864094,-0.200903814874711,0.121295442935126,0.0952559406015305,0.487004092783024,-0.204306718067277,-0.195723368314436,-0.191715302495233
9,"drama","Jakob Schmelzer","M","","","","
          
Frau Schmelzer:

          
Jetz bisch awer widder gsund . . . un hesch nit emol in de Spital gebrücht.

        
",0,"greber-d-jumpfer-prinzesse",15,2,0.133333333333333,0.318634543988595,0.673692147064291,1,-0.0664477013864094,-0.200903814874711,0.121295442935126,0.0952559406015305,0.487004092783024,-0.204306718067277,-0.195723368314436,-0.191715302495233
12,"drama","Jakob Schmelzer","M","","","","
          
Schmelzer:

          
Un daß ich mine Salon hab verkaufe müen! — — Schad drum! schad drum! D'r Lade het sine Mann
          versorjt.

        
",0,"greber-d-jumpfer-prinzesse",21,5,0.238095238095238,0.318634543988595,0.673692147064291,1,-0.0664477013864094,-0.200903814874711,0.121295442935126,0.0952559406015305,0.487004092783024,-0.204306718067277,-0.195723368314436,-0.191715302495233
